Tester_ID,Module,Total_TestCases_Executed,Defects_Found,Defect_Severity_Avg,Automation_Coverage,Execution_Hours,Avg_Closure_Time
T312,Notifications,132,2,3.5,19.6,53.3,14.9
T079,Login,48,23,2.9,40.8,115.1,16.73
T088,Login,53,18,1.1,18.5,113.9,12.74
T246,Inventory,61,21,4.6,48.6,99.6,14.65
T229,Notifications,120,2,3.1,57.3,38.2,8.98
T203,Inventory,39,10,2.6,48.1,112.5,10.95
T199,Inventory,21,3,5.0,82.5,23.1,5.13
T468,Payments,32,23,2.3,38.1,47.2,11.83
T218,Inventory,116,11,2.6,38.6,13.6,11.8
T207,Payments,50,5,4.4,56.5,101.0,9.69
T066,Inventory,57,17,4.1,84.9,58.4,11.77
T143,Orders,53,5,2.1,48.9,45.7,5.14
T232,Login,102,19,1.4,64.9,40.1,7.77
T500,Login,130,25,3.8,15.5,48.8,16.68
T421,Notifications,117,26,3.2,60.3,54.1,19.37
T017,Login,26,3,3.7,43.1,51.4,1.89
T226,Inventory,21,4,1.7,91.8,98.3,4.4
T303,Reports,115,28,4.1,55.2,71.1,12.18
T131,Reports,146,2,2.2,32.0,90.6,12.26
T402,Login,30,24,1.3,70.6,72.2,10.93
T280,Login,126,4,2.2,59.3,30.7,4.18
T246,Login,58,14,3.6,67.6,66.2,14.15
T420,Inventory,149,13,3.6,79.1,93.1,16.9
T082,Notifications,32,5,,95.3,18.9,4.68
T410,Dashboard,44,22,1.6,36.8,13.0,9.43
T147,Login,44,26,4.7,100.0,73.1,15.43
T070,Login,34,22,4.7,19.4,81.1,15.73
T406,Search,97,18,1.4,25.4,111.2,14.84
T284,Inventory,93,9,3.3,11.5,57.3,13.8
T064,Inventory,61,14,4.3,53.7,109.4,12.26
T441,Dashboard,31,1,1.5,76.5,76.8,1.0
T405,Payments,32,10,,81.5,119.5,11.89
T223,Dashboard,66,11,1.0,39.1,,9.91
T117,Search,85,26,1.4,89.7,71.2,13.25
T311,Payments,111,19,2.0,28.1,10.2,12.48
T495,Reports,140,1,4.4,44.2,77.8,7.71
T085,Login,62,24,2.8,15.4,90.0,17.42
T068,Dashboard,109,28,4.6,60.5,16.8,15.55
T298,Login,61,21,1.2,27.3,115.6,8.8
T194,Reports,73,28,2.5,84.3,,15.87
T491,Inventory,106,20,4.3,29.1,16.0,14.38
T040,Login,74,7,2.4,61.1,100.5,7.72
T336,Reports,75,6,2.2,80.2,19.6,6.72
T056,Orders,141,12,2.8,78.2,45.5,12.71
T418,Dashboard,61,5,2.7,90.4,62.2,10.8
T391,Notifications,149,0,3.7,15.0,92.8,12.96
T133,Reports,78,24,3.9,88.7,48.3,14.89
T139,Reports,41,26,4.3,85.0,33.0,13.49
T392,Search,89,29,4.9,93.5,67.9,16.75
T041,Inventory,48,6,1.1,46.9,104.2,1.81
T284,Orders,144,25,4.9,94.7,36.8,17.03
T263,Dashboard,113,23,1.8,71.0,30.9,12.37
T111,Notifications,39,4,4.9,93.5,26.0,4.37
T110,Dashboard,83,21,1.4,11.5,,17.44
T253,Inventory,93,18,2.7,52.6,78.0,19.06
T217,Notifications,26,27,3.2,62.4,60.9,14.04
T206,Reports,118,22,1.9,30.5,21.8,13.7
T400,Notifications,25,23,4.2,68.0,115.6,15.29
T122,Orders,129,0,1.9,,9.6,5.03
T483,Orders,126,0,4.9,39.3,71.0,5.84
T208,Notifications,72,6,2.2,84.6,14.7,5.08
T452,Payments,54,2,3.8,23.6,15.4,6.75
T211,Orders,66,22,2.5,94.6,20.6,11.91
T419,Dashboard,54,1,1.7,53.7,114.0,8.16
T161,Search,69,6,3.5,50.5,61.8,9.14
T022,Notifications,74,5,3.4,24.8,108.4,9.96
T082,Search,103,29,4.7,24.8,55.7,18.2
T364,Payments,89,3,1.9,47.5,119.6,5.0
T400,Search,136,6,3.2,13.6,20.1,13.49
T495,Orders,59,24,4.3,56.8,5.3,7.09
T437,Payments,94,16,1.6,76.0,113.7,13.1
T203,Notifications,130,10,2.4,99.4,66.1,11.75
T024,Search,38,24,1.1,50.9,96.8,13.29
T053,Orders,87,13,2.5,57.9,11.4,9.37
T192,Login,70,10,4.0,84.4,87.7,11.78
T171,Search,34,21,1.9,73.5,49.3,13.34
T378,Inventory,73,28,1.1,54.6,104.6,13.24
T300,Notifications,35,6,2.7,88.4,13.8,1.0
T264,Search,33,7,1.1,46.4,53.2,5.01
T053,Payments,131,7,1.6,13.8,55.0,6.09
T020,Orders,21,26,4.0,45.8,109.0,16.1
T394,Orders,139,26,2.4,19.2,119.7,19.17
T131,Reports,59,16,2.9,72.4,70.6,10.33
T175,Search,39,10,2.6,35.2,41.2,8.23
T493,Login,37,0,2.0,33.1,89.3,1.83
T017,Orders,109,11,4.5,64.8,21.8,8.84
T366,Orders,61,16,1.8,92.2,67.3,11.38
T418,Notifications,141,14,3.3,16.9,119.4,15.69
T309,Dashboard,52,2,3.7,91.5,75.7,6.17
T225,Search,47,14,3.2,29.4,17.7,10.71
T289,Payments,100,8,3.4,50.0,25.4,10.49
T407,Reports,30,6,4.2,,20.2,1.69
T170,Payments,121,18,1.3,48.9,33.9,14.51
T131,Dashboard,135,23,2.6,33.8,56.3,19.4
T080,Dashboard,127,3,2.4,63.4,19.2,12.15
T467,Login,139,19,4.0,26.8,55.5,16.58
T223,Notifications,96,10,3.7,11.2,36.4,12.47
T029,Orders,70,27,4.4,78.2,111.2,17.1
T238,Orders,105,21,4.8,56.5,20.9,16.18
T218,Orders,133,29,2.9,15.4,113.5,19.77
T112,Login,79,17,2.0,95.1,72.7,12.22
T129,Orders,35,16,4.9,36.4,16.4,5.07
T052,Inventory,125,27,3.3,54.9,67.2,19.06
T085,Dashboard,106,23,4.7,54.0,116.9,18.08
T489,Orders,133,13,2.9,82.3,23.0,11.28
T124,Orders,68,9,2.3,18.2,39.9,7.52
T414,Inventory,53,22,4.3,91.5,14.1,15.59
T343,Notifications,53,9,3.8,,26.3,8.72
T414,Search,109,12,4.2,60.9,107.2,14.47
T435,Search,54,24,3.6,,20.8,13.78
T443,Reports,46,29,4.4,35.6,68.0,17.19
T095,Payments,102,5,1.8,42.7,91.1,8.46
T406,Notifications,75,12,4.3,97.4,38.4,14.73
T496,Orders,93,26,1.5,88.7,5.3,11.45
T113,Inventory,136,23,4.4,49.9,40.9,13.63
T445,Login,51,0,2.7,54.7,14.5,1.0
T220,Search,136,16,4.4,53.8,64.8,14.31
T426,Search,136,14,3.9,10.2,26.0,11.55
T002,Notifications,33,24,3.7,52.5,81.2,9.21
T163,Notifications,30,15,3.7,75.2,24.1,5.36
T436,Inventory,108,0,4.8,37.0,39.9,6.54
T202,Notifications,95,16,2.0,80.5,25.2,13.07
T106,Inventory,96,24,2.1,67.1,109.3,18.1
T159,Payments,108,29,3.3,42.1,46.4,14.05
T300,Login,47,27,2.4,46.3,36.2,13.48
T484,Dashboard,93,3,1.3,68.4,6.3,8.13
T170,Payments,44,26,4.1,92.5,64.3,12.62
T147,Notifications,32,5,2.8,83.2,102.1,9.07
T373,Reports,135,1,4.3,85.9,5.6,11.04
T453,Login,102,23,3.8,42.8,32.4,14.45
T258,Inventory,28,20,1.4,31.1,57.5,8.6
T169,Orders,83,29,4.4,29.3,8.5,13.19
T059,Notifications,95,2,4.1,44.2,36.8,4.84
T202,Reports,148,5,2.0,68.4,100.8,8.77
T208,Notifications,104,2,3.4,30.1,83.3,15.66
T370,Inventory,133,17,4.7,20.7,28.2,15.83
T020,Payments,146,18,2.5,71.5,106.1,12.93
T369,Notifications,55,9,3.5,43.3,37.0,6.23
T408,Search,81,16,1.0,42.2,50.9,4.71
T452,Payments,136,3,1.9,84.5,49.6,9.54
T045,Reports,71,23,3.0,83.3,55.2,15.56
T013,Reports,80,7,4.4,,99.1,11.25
T303,Search,80,5,1.2,71.0,,4.38
T348,Notifications,23,6,1.7,43.6,64.0,5.64
T226,Inventory,73,9,2.1,46.7,32.6,7.14
T207,Login,133,9,1.8,82.9,99.5,11.21
T007,Orders,104,3,2.1,66.9,47.6,11.84
T309,Inventory,105,28,1.2,46.7,14.7,13.61
T175,Search,44,11,3.5,56.9,91.4,10.77
T063,Payments,112,29,3.0,79.9,45.7,19.44
T462,Search,41,0,2.3,55.1,115.1,7.29
T263,Notifications,30,23,3.8,60.2,34.6,10.21
T487,Search,113,28,1.8,43.2,34.6,17.02
T084,Orders,61,28,1.5,26.4,49.4,17.63
T107,Notifications,73,3,1.4,24.1,65.6,8.19
T384,Dashboard,30,14,1.0,23.3,104.0,6.04
T085,Search,48,17,2.1,63.4,43.9,8.32
T079,Login,67,12,2.9,42.1,91.4,9.94
T342,Login,132,4,3.4,14.6,32.0,12.55
T090,Notifications,100,5,4.5,86.4,22.6,11.39
T343,Reports,109,27,2.5,77.9,68.1,15.02
T123,Dashboard,140,5,4.6,52.0,88.3,9.02
T025,Search,54,0,2.5,26.2,65.7,2.89
T059,Orders,119,21,3.6,83.0,93.2,14.97
T311,Dashboard,30,13,3.6,68.6,10.6,8.41
T408,Inventory,33,2,1.9,17.5,98.9,6.12
T254,Reports,133,3,4.2,38.1,80.0,13.9
T467,Notifications,82,22,,,79.7,21.94
T494,Payments,143,25,4.1,98.0,96.9,19.35
T240,Payments,123,29,4.6,68.1,101.2,16.97
T458,Login,91,29,3.8,49.9,16.0,19.99
T145,Orders,26,18,1.1,77.7,58.8,7.74
T382,Notifications,97,27,4.3,97.2,9.6,13.03
T363,Orders,62,26,1.6,80.3,24.8,15.81
T131,Reports,96,22,2.9,51.7,5.1,16.32
T024,Notifications,30,26,2.5,77.9,70.7,12.67
T449,Login,134,27,4.0,51.8,,15.07
T326,Reports,92,19,2.9,66.4,,15.69
T282,Inventory,84,16,2.6,65.3,17.2,15.02
T274,Search,95,9,4.9,31.9,12.7,7.66
T346,Payments,39,7,1.1,47.3,38.6,4.35
T413,Payments,81,4,4.8,59.0,89.1,10.06
T386,Search,120,12,,45.7,40.5,10.43
T050,Notifications,56,0,4.1,26.0,28.8,8.79
T493,Dashboard,138,13,2.7,75.9,104.5,10.01
T370,Login,140,12,2.8,32.6,61.3,10.4
T090,Dashboard,82,18,4.5,59.2,52.9,15.26
T281,Login,26,9,3.1,76.5,110.4,6.3
T252,Payments,72,2,4.2,52.5,119.1,11.98
T444,Notifications,104,16,3.4,69.0,59.5,16.68
T422,Login,102,28,,48.7,,22.97
T300,Reports,98,8,4.7,20.9,31.2,13.73
T072,Search,73,17,3.4,49.7,81.8,12.4
T041,Reports,40,2,2.6,56.4,49.8,6.62
T493,Inventory,136,1,4.1,61.9,95.9,12.09
T498,Dashboard,138,0,2.3,58.3,60.3,11.7
T402,Dashboard,105,18,4.8,88.4,39.0,10.07
T174,Notifications,116,5,4.9,98.1,27.1,14.06
T050,Search,25,17,4.6,59.1,46.0,13.86
T104,Payments,149,25,1.9,32.1,15.9,13.89
T173,Dashboard,137,3,3.8,76.4,17.3,9.0
T426,Reports,62,4,1.5,59.2,93.3,8.32
T257,Login,89,26,4.8,24.9,111.4,20.49
T109,Login,145,10,3.5,48.1,93.3,13.69
T450,Reports,142,10,1.1,49.1,98.2,11.22
T493,Reports,136,7,1.4,50.5,27.4,10.74
T250,Payments,112,10,3.7,71.3,15.3,10.37
T492,Payments,119,14,2.7,55.0,85.2,11.67
T310,Search,70,17,2.4,83.1,38.4,14.41
T440,Notifications,35,18,1.7,61.8,91.9,7.16
T123,Payments,67,9,1.1,50.4,87.7,11.09
T458,Payments,82,9,4.4,11.5,37.9,10.53
T306,Payments,58,23,4.8,64.7,26.1,7.65
T341,Notifications,61,0,4.7,82.4,105.4,8.77
T233,Inventory,130,27,3.9,75.5,91.7,14.22
T484,Payments,25,11,1.7,21.4,16.9,7.9
T322,Reports,139,22,1.7,16.1,108.7,18.81
T456,Orders,97,12,3.9,98.9,36.4,12.7
T160,Orders,93,15,3.0,86.5,105.1,13.04
T426,Payments,84,27,2.7,19.6,57.9,21.24
T094,Reports,82,0,4.2,23.0,26.4,4.35
T344,Reports,64,14,2.4,46.0,27.1,13.38
T369,Reports,75,7,1.0,25.0,30.5,1.0
T403,Search,36,1,1.2,73.6,27.9,1.47
T015,Payments,26,20,2.5,96.0,5.9,10.98
T391,Dashboard,47,10,4.6,43.4,65.7,13.03
T264,Dashboard,88,22,5.0,50.7,,12.65
T211,Inventory,111,14,3.0,48.2,75.1,14.34
T269,Inventory,100,15,3.2,29.5,21.1,6.93
T049,Login,33,28,1.5,81.1,39.7,13.52
T043,Dashboard,28,23,3.3,26.4,19.8,13.58
T386,Inventory,114,23,2.4,30.0,22.1,12.18
T448,Login,71,5,3.1,,87.2,22.283520190174205
T223,Search,28,7,1.4,66.4,47.3,5.11
T223,Payments,104,18,1.5,60.0,58.6,12.85
T174,Inventory,97,14,2.4,51.3,107.1,9.54
T050,Orders,129,22,3.1,62.2,79.1,15.19
T425,Payments,39,12,4.3,38.3,95.3,6.48
T031,Inventory,98,21,4.9,63.9,27.8,12.23
T132,Login,94,21,4.7,69.5,64.8,14.42
T274,Notifications,95,19,4.0,30.6,75.1,14.45
T265,Login,118,5,,16.8,81.9,9.89
T122,Payments,74,22,1.6,24.7,7.6,11.45
T350,Orders,119,5,3.1,43.3,7.1,15.08
T397,Notifications,126,19,1.2,57.1,42.5,13.52
T164,Search,110,28,4.5,45.4,90.1,19.17
T105,Inventory,36,24,1.6,31.7,90.1,11.86
T114,Reports,113,29,1.0,14.5,70.0,14.7
T225,Search,122,19,1.5,67.1,16.6,17.33
T048,Inventory,115,6,4.7,62.2,99.1,12.97
T499,Dashboard,52,6,3.9,94.9,17.3,6.92
T161,Login,51,16,2.9,66.4,111.2,13.12
T293,Reports,41,12,4.5,80.4,100.6,10.31
T282,Dashboard,127,3,2.3,35.8,12.4,9.4
T317,Search,53,21,4.4,62.1,,13.15
T477,Reports,52,10,2.9,85.1,43.0,7.43
T340,Orders,25,18,1.7,78.5,29.0,8.23
T459,Payments,101,11,1.5,29.2,35.4,7.95
T476,Login,119,19,3.1,,92.7,13.27
T443,Login,62,2,3.3,89.2,94.5,2.84
T368,Search,139,24,2.8,36.5,119.5,14.39
T483,Dashboard,48,21,4.3,,119.2,13.97
T150,Login,32,5,4.0,78.0,46.4,10.42
T153,Payments,113,29,3.9,90.0,46.2,22.18
T419,Inventory,51,21,2.8,85.7,18.6,11.31
T186,Search,78,6,2.6,94.8,19.5,6.18
T249,Orders,88,8,2.8,75.2,110.8,7.92
T123,Login,110,21,4.7,18.9,9.5,17.52
T288,Notifications,106,6,1.4,31.1,43.6,4.38
T209,Dashboard,87,10,4.2,53.1,118.5,10.99
T351,Reports,77,3,4.7,30.1,110.1,11.84
T188,Orders,134,26,1.7,76.4,82.0,20.47
T012,Search,107,12,2.3,51.6,84.1,9.45
T036,Search,110,1,1.7,93.1,35.4,8.67
T220,Dashboard,37,24,1.9,28.3,116.0,16.57
T427,Payments,122,1,1.8,44.5,66.7,7.09
T208,Orders,29,12,4.9,10.5,21.2,9.74
T389,Search,40,8,1.8,70.4,17.4,4.5
T493,Search,118,7,4.9,25.8,33.3,11.8
T032,Payments,76,19,2.5,19.4,47.2,12.23
T122,Search,84,14,2.0,51.5,81.3,9.44
T162,Reports,34,19,2.7,51.9,37.8,11.15
T215,Notifications,39,9,2.1,81.9,109.3,11.54
T353,Search,109,13,3.5,27.9,51.3,15.0
T368,Login,148,20,2.6,42.7,71.8,15.72
T388,Notifications,131,25,1.5,64.9,117.0,16.2
T151,Inventory,145,19,3.9,24.2,22.7,18.25
T251,Login,140,23,5.0,26.5,114.9,17.02
T130,Payments,143,2,1.6,57.7,110.2,15.47
T216,Payments,109,29,,98.8,98.3,18.79
T145,Orders,65,0,4.1,76.9,83.0,6.87
T352,Search,20,14,1.8,70.1,52.8,6.55
T369,Reports,73,9,1.7,92.9,111.3,7.87
T303,Login,49,14,3.1,21.5,118.3,13.38
T300,Search,111,28,4.9,51.4,34.3,17.54
T195,Login,50,3,4.3,48.1,55.4,6.15
T127,Login,136,23,4.1,57.9,,17.15
T496,Inventory,45,13,2.3,30.6,60.6,5.75
T046,Login,59,13,1.8,74.9,87.5,8.39
T334,Login,137,21,1.2,53.2,43.1,17.15
T436,Reports,31,5,2.0,86.3,60.6,8.42
T225,Notifications,115,25,3.6,63.8,13.7,16.54
T168,Orders,137,14,4.1,68.2,116.8,15.47
T453,Inventory,61,25,1.4,26.0,66.4,15.53
T481,Notifications,144,18,4.4,90.3,104.8,14.93
T052,Inventory,121,25,2.0,91.3,86.8,23.34
T389,Reports,57,10,3.5,42.1,111.4,12.64
T339,Inventory,57,18,3.4,80.9,26.3,13.06
T444,Dashboard,104,17,2.1,90.7,27.8,16.63
T439,Reports,83,4,5.0,65.7,64.0,12.9
T080,Notifications,31,2,4.3,20.0,92.5,7.38
T186,Dashboard,135,11,4.5,16.0,37.9,13.46
T426,Search,123,11,3.5,61.4,77.7,12.11
T496,Payments,100,7,1.5,49.9,8.6,7.75
T169,Orders,112,22,4.5,20.7,81.3,16.71
T415,Dashboard,85,17,2.3,41.1,87.6,13.42
T108,Payments,97,8,2.3,57.9,116.7,14.33
T048,Search,51,21,1.8,87.9,70.4,11.86
T003,Login,77,4,4.5,89.9,27.1,6.64
T459,Notifications,120,6,2.3,96.6,107.8,9.42
T384,Login,120,28,3.4,88.8,110.7,20.78
T129,Orders,129,7,2.7,57.1,91.3,9.88
T175,Dashboard,130,16,5.0,71.3,72.4,16.04
T326,Notifications,28,9,1.6,92.6,117.3,7.57
T300,Search,31,6,3.0,23.5,119.1,10.11
T332,Payments,42,15,3.2,50.6,82.2,10.55
T228,Search,40,5,4.0,83.6,5.9,6.17
T358,Orders,147,6,1.6,64.8,105.2,7.97
T025,Search,73,20,3.5,65.2,24.9,14.24
T017,Search,103,24,4.1,72.7,79.0,15.43
T200,Dashboard,136,4,3.8,83.8,13.1,10.42
T411,Inventory,57,27,3.3,31.2,27.7,18.63
T103,Search,71,3,4.4,30.1,98.5,10.97
T274,Search,95,7,2.2,34.8,101.5,8.65
T374,Search,53,17,2.8,74.5,15.2,9.38
T372,Reports,24,19,2.5,31.4,19.8,7.69
T141,Inventory,76,19,2.9,54.0,25.8,15.5
T025,Orders,31,25,,88.3,59.7,8.28
T173,Inventory,48,29,4.6,21.2,28.6,11.14
T283,Reports,52,17,1.8,85.1,14.8,10.78
T252,Reports,98,5,4.2,90.3,20.8,8.27
T090,Orders,125,6,1.3,99.7,115.7,9.8
T455,Inventory,135,16,3.3,55.6,104.5,14.51
T033,Inventory,73,27,1.5,53.0,29.5,16.11
T131,Inventory,32,13,1.4,51.3,112.2,7.6
T303,Inventory,109,29,4.4,52.9,41.3,17.44
T331,Notifications,52,3,4.2,29.0,,5.0
T273,Dashboard,119,24,1.8,79.8,19.2,11.44
T053,Reports,133,9,5.0,98.2,66.8,11.97
T370,Dashboard,42,5,3.5,56.2,90.9,8.16
T472,Notifications,116,21,3.4,22.0,34.5,14.32
T040,Login,89,11,3.9,78.5,64.1,8.53
T353,Notifications,111,8,2.9,93.6,95.8,8.07
T029,Payments,69,3,,29.4,62.7,10.58
T465,Payments,24,16,4.1,45.6,113.4,11.34
T189,Login,26,15,1.2,72.8,67.7,6.05
T214,Payments,57,21,1.8,77.6,21.3,10.41
T473,Inventory,125,7,2.6,36.1,58.6,12.58
T140,Payments,111,12,4.0,90.0,68.1,15.24
T386,Orders,106,2,1.6,36.1,35.5,6.69
T204,Dashboard,73,15,4.8,43.7,37.7,10.56
T349,Orders,105,25,3.2,98.9,14.2,14.58
T394,Search,64,9,5.0,26.5,13.2,13.19
T139,Dashboard,40,1,4.5,86.3,47.8,4.71
T304,Search,31,5,2.8,56.3,108.6,7.58
T164,Orders,103,26,1.7,18.9,69.9,17.7
T111,Orders,129,21,2.5,,107.6,17.65
T069,Orders,103,29,4.4,92.3,111.5,18.13
T032,Dashboard,22,27,3.2,62.9,41.2,12.2
T490,Login,24,16,1.6,65.9,,6.78
T278,Reports,22,9,3.3,13.0,,3.76
T202,Reports,109,9,1.6,98.1,94.0,10.61
T201,Search,143,22,3.4,42.5,8.3,18.99
T029,Login,87,15,4.0,98.5,60.9,13.25
T115,Search,77,3,2.9,63.0,39.7,7.04
T360,Search,149,23,3.3,22.4,103.9,19.24
T392,Orders,99,1,4.6,30.5,104.0,6.58
T403,Search,22,8,3.4,90.2,86.6,4.61
T334,Dashboard,31,15,2.9,72.0,105.6,10.8
T346,Orders,121,2,2.6,,8.1,1.91
T053,Inventory,106,9,4.1,48.7,42.9,11.75
T050,Search,114,4,2.8,86.4,68.8,7.21
T405,Reports,41,1,2.2,46.3,32.4,8.2
T365,Dashboard,67,7,4.2,58.9,45.1,8.99
T168,Payments,45,2,1.7,28.4,51.0,8.08
T011,Search,148,24,3.6,85.5,60.1,18.15
T319,Dashboard,60,3,4.8,66.4,36.5,8.95
T426,Reports,97,23,2.8,14.1,92.8,19.75
T325,Inventory,28,8,1.7,20.0,66.7,11.66
T493,Notifications,123,25,1.4,25.8,28.3,16.84
T291,Login,91,8,3.5,51.6,94.9,11.26
T152,Orders,83,0,1.2,44.6,108.7,9.88
T395,Orders,101,15,1.4,50.6,48.2,13.48
T227,Dashboard,143,27,4.1,61.1,57.5,23.14
T401,Orders,135,29,2.9,24.8,54.6,21.95
T130,Dashboard,70,15,1.1,78.1,115.5,6.44
T481,Reports,68,28,1.4,93.1,98.9,14.83
T298,Search,141,28,1.9,18.7,48.5,17.11
T405,Search,94,28,3.6,40.2,15.0,17.03
T496,Payments,144,2,3.5,53.0,73.6,5.84
T269,Search,23,22,3.9,39.9,21.9,11.77
T367,Reports,60,10,3.8,44.3,76.7,9.02
T071,Payments,83,17,5.0,58.2,115.7,10.68
T496,Search,44,11,4.5,35.5,59.2,6.44
T397,Notifications,135,26,1.1,36.1,53.7,15.94
T354,Login,134,5,3.7,85.3,84.8,12.84
T418,Notifications,67,21,2.4,44.7,66.9,16.69
T163,Notifications,39,2,3.8,18.4,102.4,6.85
T354,Search,60,16,3.2,80.8,69.0,6.71
T267,Payments,25,8,1.9,37.8,64.0,6.9
T412,Orders,132,10,3.8,82.0,62.9,12.81
T308,Orders,26,15,1.3,91.0,117.4,5.91
T087,Inventory,108,4,2.1,48.5,86.8,5.76
T211,Orders,143,29,3.8,50.7,87.5,17.5
T190,Reports,48,0,1.3,51.9,8.8,1.0
T467,Payments,139,5,4.6,82.7,95.2,16.42
T426,Payments,103,28,4.5,43.3,108.5,19.0
T229,Notifications,123,25,4.6,91.4,8.6,14.81
T202,Login,96,16,4.7,26.1,69.1,11.26
T339,Login,41,16,4.5,15.7,16.2,14.13
T395,Search,124,24,1.4,15.0,71.2,15.33
T090,Payments,137,5,1.6,85.8,72.0,8.58
T350,Inventory,86,2,2.5,36.1,72.0,4.26
T420,Search,148,19,3.1,18.3,61.6,18.49
T002,Login,39,7,2.1,,91.1,4.95
T382,Inventory,66,12,1.8,23.6,107.1,9.31
T287,Dashboard,51,18,3.5,,54.8,9.86
T226,Orders,113,21,3.6,73.5,70.2,14.86
T198,Notifications,75,26,4.2,49.9,12.4,15.3
T333,Payments,71,6,2.0,84.7,105.1,7.78
T051,Login,124,4,2.9,51.4,85.8,11.03
T312,Dashboard,73,0,4.0,31.2,,10.27
T491,Search,44,12,2.2,47.2,6.3,6.66
T254,Dashboard,121,11,2.5,98.6,26.5,10.49
T063,Payments,74,9,,23.4,108.7,10.63
T089,Reports,104,20,4.9,52.9,84.2,20.52
T125,Payments,62,11,1.2,58.4,40.4,11.8
T209,Login,142,12,3.4,63.2,68.9,12.94
T258,Payments,126,2,3.5,64.3,5.1,8.6
T119,Reports,114,14,2.9,60.6,30.0,9.72
T133,Orders,40,5,3.3,78.0,45.7,6.99
T251,Payments,39,10,4.1,74.2,94.1,9.43
T157,Payments,98,22,,48.3,119.6,18.15
T040,Payments,73,17,2.8,79.4,29.6,13.0
T220,Dashboard,149,27,,91.6,95.9,18.98
T446,Payments,41,2,2.1,37.1,43.5,6.8
T400,Search,25,11,4.2,46.9,60.3,6.65
T101,Reports,61,12,3.7,92.6,62.0,11.66
T217,Payments,128,18,2.9,52.0,99.2,15.85
T155,Notifications,112,5,4.4,76.9,10.2,10.08
T349,Reports,130,9,2.3,71.1,49.8,15.72
T234,Inventory,49,4,4.0,27.3,27.3,8.47
T105,Search,125,9,2.1,23.1,107.3,9.15
T187,Notifications,47,3,3.1,57.9,68.7,1.79
T353,Notifications,22,22,1.5,98.1,62.3,12.24
T261,Search,144,17,3.7,76.6,77.3,13.27
T133,Search,126,28,2.5,43.1,70.9,17.4
T071,Login,54,0,1.4,28.3,,5.3
T470,Login,149,1,4.0,84.1,66.2,11.44
T152,Login,96,21,2.3,74.2,75.5,10.62
T039,Reports,62,9,4.0,,56.5,12.47
T390,Orders,46,9,3.3,17.9,44.8,10.74
T070,Orders,50,6,4.6,71.1,119.6,7.09
T107,Orders,96,0,3.7,37.0,75.8,11.72
T408,Login,148,9,4.7,94.8,80.6,13.52
T037,Login,60,10,2.6,12.6,88.1,7.43
T279,Login,32,14,2.0,95.2,118.3,11.58
T250,Inventory,49,10,2.8,86.9,103.6,10.99
T402,Inventory,40,3,1.6,30.8,112.7,6.08
T134,Search,124,19,1.1,47.9,62.5,11.6
T449,Orders,113,22,2.4,98.5,75.5,13.23
T324,Inventory,111,29,1.4,47.7,,20.48
T418,Orders,86,16,3.9,25.6,50.4,11.63
T368,Notifications,42,19,2.3,31.4,66.2,14.72
T264,Payments,51,24,2.0,70.5,32.5,9.83
T385,Payments,90,7,4.6,12.8,116.1,19.9
T038,Reports,82,28,2.5,84.0,86.8,16.29
T178,Orders,107,25,3.6,10.0,,13.75
T451,Dashboard,144,23,3.7,25.4,86.0,23.37
T456,Notifications,34,6,1.7,10.2,32.0,4.03
T289,Inventory,20,9,1.0,71.7,112.2,5.86
T066,Dashboard,139,25,1.5,36.9,87.5,16.55
T369,Login,37,24,2.1,55.6,119.4,18.64
T403,Payments,111,24,2.8,88.3,84.6,20.24
T289,Login,84,1,4.1,88.1,5.5,8.2
T378,Payments,100,19,1.9,39.5,18.5,13.39
T442,Dashboard,69,11,2.8,43.7,113.4,11.53
T487,Dashboard,94,5,3.4,39.5,29.9,11.19
T306,Dashboard,87,7,2.9,86.8,5.7,8.48
T454,Orders,83,13,2.4,75.1,105.5,13.58
T211,Login,46,0,4.8,36.5,89.8,9.7
T220,Notifications,78,3,2.6,85.7,50.5,5.66
T348,Dashboard,144,5,1.8,79.6,79.5,11.02
T148,Orders,124,1,3.5,67.7,15.6,8.61
T330,Payments,91,12,2.0,52.5,49.4,8.42
T262,Reports,23,15,2.2,60.3,60.5,5.15
T362,Reports,141,6,4.9,14.8,,9.51
T400,Dashboard,85,4,1.1,73.2,76.9,6.86
T457,Payments,132,24,3.2,53.6,8.0,19.03
T003,Dashboard,66,6,2.9,97.5,76.6,5.52
T103,Notifications,149,22,2.2,51.0,72.7,17.38
T143,Login,76,29,3.7,64.1,51.8,14.56
T383,Reports,106,17,4.8,79.5,75.1,15.65
T266,Orders,116,15,1.9,93.9,37.9,9.84
T455,Dashboard,29,18,4.1,55.2,66.5,9.52
T176,Inventory,39,12,4.9,16.6,80.8,12.69
T358,Search,65,2,2.8,10.6,105.4,6.36
T029,Login,38,15,4.9,28.5,99.6,13.55
T150,Search,144,2,2.8,37.4,34.9,7.17
T447,Notifications,46,5,3.8,75.4,107.0,11.26
T393,Reports,127,6,3.0,14.8,14.1,9.92
T223,Inventory,98,21,1.7,92.0,78.9,13.97
T281,Payments,71,0,2.8,58.7,14.9,3.27
T337,Inventory,92,7,4.2,87.3,9.4,9.42
T277,Search,79,18,2.2,33.8,61.1,14.27
T445,Dashboard,91,23,,90.3,53.4,16.35
T378,Search,30,13,2.6,70.2,71.8,6.67
